chemical	gene	url	type	summary	phenotype	recommendation
imipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104999	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including imipramine. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Intermediate metabolizer (~1-13% of patients)	Therapeutic Recommendations: Consider 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
imipramine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104999	case4	Tricyclic antidepressants have comparable pharmacokinetic properties, it may be reasonable to apply the CPIC Dosing Guideline for amitriptyline and CYP2C19, CYP2D6 to other tricyclics including imipramine. The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6 Poor metabolizer (~1-10% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for other TCAs: Optional
isoflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
isoflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
isoflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
isoflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
ivacaftor	CFTR	https://pharmgkb.org/guidelineAnnotation/PA166114461	case1	Ivacaftor treatment is recommended only in cystic fibrosis (CF) patients that are either homozygous or heterozygous for certain CFTR variants.  See full guideline for disclaimers, further details and supporting evidence.	Homozygous or Heterozygous G551D-CFTR, rs75527207 genotype AA or AG	Recommendations for ivacaftor therapy: Use ivacaftor according to the product label Classification of recommendation for ivacaftor therapy: Strong
ivacaftor	CFTR	https://pharmgkb.org/guidelineAnnotation/PA166114461	case1	Ivacaftor treatment is recommended only in cystic fibrosis (CF) patients that are either homozygous or heterozygous for certain CFTR variants.  See full guideline for disclaimers, further details and supporting evidence.	Homozygous for F508del-CFTR, rs113993960 or rs199826652 genotype del/del	Recommendations for ivacaftor therapy: Ivacaftor is not recommended Classification of recommendation for ivacaftor therapy: Moderate
ivacaftor	CFTR	https://pharmgkb.org/guidelineAnnotation/PA166114461	case1	Ivacaftor treatment is recommended only in cystic fibrosis (CF) patients that are either homozygous or heterozygous for certain CFTR variants.  See full guideline for disclaimers, further details and supporting evidence.	Homozygous or heterozygous for one of the following CFTR variants: E56K, P67L, R74W, D110E, D110H, R117C, R117H, G178R, E193K, L206W, R347H, R352Q, A455E, S549N, S549R, G551D, G551S, D579G, S945L, S997F, F1052V, K1060T, A1067T, G1069R, R1070Q, R1070W, F1074L, D1152H, G1244E, S1251N, S1255P, D1270N, G1349D, 2789+5G->A, 3272-26A->G, 3849+10kbC->T, 711+1G->T and E831X	Recommendations for ivacaftor therapy: Use ivacaftor according to the product label Classification of recommendation for ivacaftor therapy: Moderate
lornoxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Normal metabolizer	Therapeutic recommendations: Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Classification of recommendations: Strong
lornoxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Intermediate metabolizer	Therapeutic recommendations: Initiate therapy with lowest recommended starting dose. Titrate dose upward to clinical effect or maximum recommended dose with caution. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Carefully monitor adverse events such as blood pressure and kidney function during course of therapy. Classification of recommendations: Moderate
lornoxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Poor metabolizer	Therapeutic recommendations: Initiate therapy with 25-50% of the lowest recommended starting dose. Titrate dose upward to clinical effect or 25-50% of the maximum recommended dose with caution. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals.Upward dose titration should not occur until after steady state is reached (at least 8 days for celecoxib and 5 days for ibuprofen, flurbiprofen and lornoxicam after first dose in PMs). Carefully monitor adverse events such as blood pressure and kidney function during course of therapy. Alternatively, consider an alternate therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo. Classification of recommendations: Moderate
lornoxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166191841	case3	The CPIC Dosing Guideline for celecoxib, flurbiprofen, ibuprofen and lornoxicam recommends initiating therapy with 25-50% of the lowest recommended starting dose for CYP2C9 poor metabolizers and initiating therapy with lowest recommended starting dose for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	Indeterminate	Therapeutic recommendations: No recommendation. Classification of recommendations: nan
meloxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166192301	case1	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Normal metabolizer	Therapeutic recommendations: Initiate therapy with recommended starting dose. In accordance with the prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Classification of recommendations: Strong
meloxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166192301	case1	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Intermediate metabolizer	Therapeutic recommendations: Initiate therapy with 50% of the lowest recommended starting dose. Titrate dose upward to clinical effect or 50% of the maximum recommended dose with caution. In accordance with the meloxicam prescribing information, use the lowest effective dosage for shortest duration consistent with individual patient treatment goals. Upward dose titration should not occur until after steady state is reached (at least 7 days). Carefully monitor adverse events such as blood pressure and kidney function during course of therapy. Alternatively, consider alternative therapy. Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (Table 2). Classification of recommendations: Moderate
meloxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166192301	case1	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	CYP2C9 Poor metabolizer	Therapeutic recommendations: Choose an alternative therapy not metabolized by CYP2C9 or not significantly impacted by CYP2C9 genetic variants in vivo or choose an NSAID metabolized by CYP2C9 but with a shorter half-life (Table 2). Classification of recommendations: Moderate
meloxicam	CYP2C9	https://pharmgkb.org/guidelineAnnotation/PA166192301	case1	The CPIC Dosing Guideline for meloxicam recommends alternative therapy for CYP2C9 poor metabolizers due to markedly prolonged half-life, and initiating therapy with 50% of the lowest recommended starting dose or choose an alternative therapy for CYP2C9 intermediate metabolizers with activity score of 1. See full guideline for further details and supporting evidence.	Indeterminate	Therapeutic recommendations: No recommendation. Classification of recommendations: nan
mercaptopurine	NUDT15	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Normal Metabolizer	Dosing recommendations: Start with normal starting dose (e.g., 75 mg/m/day or 1.5 mg/kg/day) and adjust doses of mercaptopurine (and of any other myelosuppressive therapy) without any special emphasis on mercaptopurine compared to other agents. Allow at least 2 weeks to reach steady-state after each dose adjustment. Classification of recommendations: Strong
mercaptopurine	NUDT15	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Intermediate Metabolizer	Dosing recommendations: Start with reduced starting doses (30-80% of normal dose) if normal starting dose is > or = 75 mg/m/day or > or = 1.5 mg/kg/day (e.g. start at 25-60 mg/m/day or 0.45-1.2 mg/kg/day) and adjust doses of mercaptopurine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment. If myelosuppression occurs and depending on other therapy, emphasis should be on reducing mercaptopurine over other agents. If normal starting dose is already < 75 mg/m/day or 1.5 mg/kg/day, dose reduction may not be recommended. Classification of recommendations: Strong
mercaptopurine	NUDT15	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Possible Intermediate Metabolizer	Dosing recommendations: Start with reduced starting doses (30-80% of normal dose) if normal starting dose is > or = 75 mg/m/day or > or = 1.5 mg/kg/day (e.g. start at 25-60 mg/m/day or 0.45-1.2 mg/kg/day) and adjust doses of mercaptopurine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment. If myelosuppression occurs and depending on other therapy, emphasis should be on reducing mercaptopurine over other agents. If normal starting dose is already < 75 mg/m/day or 1.5 mg/kg/day, dose reduction may not be recommended. Classification of recommendations: Strong
mercaptopurine	NUDT15	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Poor Metabolizer	Dosing recommendations: For malignancy, initiate dose at 10 mg/m/day and adjust dose based on myelosuppression and disease-specific guidelines. Allow 4-6 weeks to reach steady state after each dose adjustment. If myelosuppression occurs, emphasis should be on reducing mercaptopurine over other agents. For non-malignant conditions, consider alternative non-thiopurine immunosuppressant therapy. Classification of recommendations: Strong
mercaptopurine	NUDT15	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Indeterminate	Dosing recommendations: None Classification of recommendations: None
mercaptopurine	TPMT	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Normal Metabolizer	Dosing recommendations: Start with normal starting dose (e.g., 75 mg/m/day or 1.5 mg/kg/day) and adjust doses of mercaptopurine (and of any other myelosuppressive therapy) without any special emphasis on mercaptopurine compared to other agents. Allow at least 2 weeks to reach steady-state after each dose adjustment. Classification of recommendations: Strong
mercaptopurine	TPMT	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Intermediate Metabolizer	Dosing recommendations: Start with reduced starting doses (30-80% of normal dose) if normal starting dose is > or = 75 mg/m/day or > or = 1.5 mg/kg/day (e.g. start at 25-60 mg/m/day or 0.45-1.2 mg/kg/day) and adjust doses of mercaptopurine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment. If myelosuppression occurs, and depending on other therapy, emphasis should be on reducing mercaptopurine over other agents. If normal starting dose is already < 75 mg/m/day or < 1.5 mg/kg/day, dose reduction may not be recommended. Classification of recommendations: Strong
mercaptopurine	TPMT	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Possible Intermediate Metabolizer	Dosing recommendations: Start with reduced starting doses (30-80% of normal dose) if normal starting dose is > or = 75 mg/m/day or > or = 1.5 mg/kg/day (e.g. start at 25-60 mg/m/day or 0.45-1.2 mg/kg/day) and adjust doses of mercaptopurine based on degree of myelosuppression and disease-specific guidelines. Allow 2-4 weeks to reach steady-state after each dose adjustment. If myelosuppression occurs, and depending on other therapy, emphasis should be on reducing mercaptopurine over other agents. If normal starting dose is already < 75 mg/m/day or < 1.5 mg/kg/day, dose reduction may not be recommended. Classification of recommendations: Strong
mercaptopurine	TPMT	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Poor Metabolizer	Dosing recommendations: For malignancy, start with drastically reduced doses (reduce daily dose by 10-fold and reduce frequency to thrice weekly instead of daily, e.g. 10 mg/m/day given just 3 days/week) and adjust doses of mercaptopurine based on degree of myelosuppression and disease-specific guidelines. Allow 4-6 weeks to reach steady-state after each dose adjustment. If myelosuppression occurs, emphasis should be on reducing mercaptopurine over other agents. For non-malignant conditions, consider alternative non-thiopurine immunosuppressant therapy. Classification of recommendations: Strong
mercaptopurine	TPMT	https://pharmgkb.org/guidelineAnnotation/PA166104945	case5	Consider an alternate agent or extreme dose reduction of mercaptopurine for patients who are TPMT or NUDT15 poor metabolizers.  Start at 30-80% of target dose for patients who are TPMT or NUDT15 intermediate metabolizers.	Indeterminate	Dosing recommendations: None Classification of recommendations: None
methoxyflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
methoxyflurane	CACNA1S	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
methoxyflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Malignant Hyperthermia susceptible	Dosing recommendations for inhaled anesthetics or succinylcholine: Halogenated volatile anesthetics or depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with MHS. They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS. Classification of recommendations: Strong
methoxyflurane	RYR1	https://pharmgkb.org/guidelineAnnotation/PA166180457	case8	The CPIC Dosing Guideline recommends that halogenated volatile anesthetics such as desflurane, enflurane, halothane, isoflurane, methoxyflurane, sevoflurane and the depolarizing muscle relaxants succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). See full guideline for disclaimers, further details and supporting evidence.	Uncertain susceptibility	Dosing recommendations for inhaled anesthetics or succinylcholine: Clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants. Classification of recommendations: Strong
nortriptyline	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104998	case1	The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Ultrarapid metabolizer (~1-20% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for amitriptyline and nortriptyline: Strong
nortriptyline	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104998	case1	The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Normal metabolizer (~72-88% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendation for amitriptyline and nortriptyline: Strong
nortriptyline	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104998	case1	The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Intermediate metabolizer (~1-13% of patients)	Therapeutic Recommendations: Consider 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for amitriptyline and nortriptyline: Moderate
nortriptyline	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166104998	case1	The CPIC Dosing Guideline update for nortriptyline recommends a 25% dose reduction for CYP2D6 intermediate metabolizers. For CYP2D6 ultrarapid or poor metabolizers, an alternative drug should be considered. If nortriptyline is warranted, consider a 50% dose reduction in CYP2D6 poor metabolizers.	CYP2D6 Poor metabolizer (~1-10% of patients)	Therapeutic Recommendations: Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Classification of recommendation for amitriptyline and nortriptyline: Strong
ondansetron	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166161954	case1	The CPIC dosing guideline for ondansetron recommends selecting an alternate drug for CYP2D6 ultrarapid metabolizers.  It is recommended that the alternate drug not be predominantly metabolized by CYP2D6 (eg. granisetron).	Ultrarapid metabolizer	Therapeutic recommendations: Select and alternative drug not predominantly metabolized by CYP2D6 (i.e. granisetron). Classification of Recommendations: Moderate
ondansetron	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166161954	case1	The CPIC dosing guideline for ondansetron recommends selecting an alternate drug for CYP2D6 ultrarapid metabolizers.  It is recommended that the alternate drug not be predominantly metabolized by CYP2D6 (eg. granisetron).	Normal metabolizer	Therapeutic recommendations: Initiate therapy with recommended starting dose. Classification of Recommendations: Strong
ondansetron	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166161954	case1	The CPIC dosing guideline for ondansetron recommends selecting an alternate drug for CYP2D6 ultrarapid metabolizers.  It is recommended that the alternate drug not be predominantly metabolized by CYP2D6 (eg. granisetron).	Intermediate metabolizer	Therapeutic recommendations: Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose. Classification of Recommendations: No recommendation
ondansetron	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166161954	case1	The CPIC dosing guideline for ondansetron recommends selecting an alternate drug for CYP2D6 ultrarapid metabolizers.  It is recommended that the alternate drug not be predominantly metabolized by CYP2D6 (eg. granisetron).	Poor metabolizer	Therapeutic recommendations: Insufficient evidence demonstrating clinical impact based on CYP2D6 genotype. Initiate therapy with recommended starting dose. Classification of Recommendations: No recommendation
oxcarbazepine	HLA-B	https://pharmgkb.org/guidelineAnnotation/PA166176623	case1	The CPIC Dosing Guideline for oxcarbazepine recommends an alternative drug for oxcarbazepine-naive patients carrying at least one copy of HLA-B*15:02 due to the association of this allele with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN).	Homozygous for alleles other than HLA-B*15:02	Therapeutic Recommendations: Use oxcarbazepine per standard dosing guidelines. Classification of Recommendation: Strong
oxcarbazepine	HLA-B	https://pharmgkb.org/guidelineAnnotation/PA166176623	case1	The CPIC Dosing Guideline for oxcarbazepine recommends an alternative drug for oxcarbazepine-naive patients carrying at least one copy of HLA-B*15:02 due to the association of this allele with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN).	Heterozygote or homozygous for HLA-B*15:02	Therapeutic Recommendations: A. If patient is oxcarbazepine-naive, do not use oxcarbazepine.B. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherance to therapy (~4-28 days), and cases usually occur within 3 months of dosing; therefore, if the patient has previously used oxcarbazepine consistently for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of oxcarbazepine in the future. Classification of Recommendation: A. StrongB. Optional
paroxetine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166127636	case1	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	Ultrarapid metabolizer (~1-2% of patients)	Therapeutic Recommendations: Select alternative drug not predominantly metabolized by CYP2D6. Classification of recommendations: Strong
paroxetine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166127636	case1	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	Extensive metabolizer (~77-92% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendations: Strong
paroxetine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166127636	case1	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	Intermediate metabolizer (~2-11% of patients)	Therapeutic Recommendations: Initiate therapy with recommended starting dose. Classification of recommendations: Moderate
paroxetine	CYP2D6	https://pharmgkb.org/guidelineAnnotation/PA166127636	case1	The CPIC Dosing Guideline for the selective serotonin reuptake inhibitor paroxetine recommends an alternative drug not predominantly metabolized by CYP2D6 for CYP2D6 ultrarapid metabolizers and for CYP2D6 poor metabolizers. For CYP2D6 poor metabolizers, if paroxetine use is warranted, consider a 50% reduction of recommended starting dose and titrate to response.	Poor metabolizers (~5-10% of patients)	Therapeutic Recommendations: Select alternative drug not predominantly metabolized by CYP2D6 or if paroxetine use warranted, consider a 50% reduction of recommended starting dose and titrate to response. Classification of recommendations: Optional
peginterferon alfa-2a	IFNL3	https://pharmgkb.org/guidelineAnnotation/PA166110235	case3	IFNL3 (IL28B) variation (rs12979860) is the strongest baseline predictor of response to PEG-interferon-alpha-containing regimens in HCV genotype 1 patients.  Patients with the favorable response genotype (rs12979860 CC) have increased likelihood of response (higher SVR rate) to PEG-interferon-alpha-containing regimens as compared to patients with unfavorable response genotype (rs12979860 CT or TT). Consider implications before initiating PEG-IFN alpha and RBV containing regimens.	CC	Classification of recommendations: Strong
